Text,PostDate,Body_PostId
"@Peter: I thought I voted to put on hold as too broad, but perhaps I ticked the wrong box. And it is very broad; after all there's not an R function `hyp.test` you can replace with something else. If his focus is on model selection (as suggested by the third link. which is about AIC & model averaging), then your answer isn't as relevant as it might be to another situation - say hypothesis tests that regression coefficients are equal to zero.",2014-02-01 13:08:52.0,"<p>I've been reading a number of articles and blog posts about issues relating to hypothesis testing. While these sources seem to put forth legit problems with hypothesis testing and it's interpretations, I'm not seeing anything in terms of alternatives to it (beyond bayesian hypothesis testing). What are some alternative to hypothesis testing in R?</p>

<p><a href=""http://warnercnr.colostate.edu/~gwhite/fw663/testing.pdf"" rel=""nofollow"">Problems with the hypothesis testing approach</a></p>

<p><a href=""http://andrewgelman.com/2011/04/02/so-called_bayes/#.UuvrE0ShwfQ.twitter"" rel=""nofollow"">So-called Bayesian hypothesis testing is just as bad as regular hypothesis testing</a></p>

<p><a href=""http://www.sortie-nd.org/lme/Statistical%20Papers/Hobbs_and_Hilborn_Ecol_Appl_2006.pdf"" rel=""nofollow"">Alternatives to Statistical Hypothesis Testing</a></p>

<p>EDIT:</p>

<p>For example, let's consider the following situation. We have monthly data for one year where 
conversions_a is the control and conversions_b is the experimental data for conversion when using a different headline. </p>

<pre><code>df = data.frame(year_one_a = 1:12, conversions_a = rnorm(12), 
                year_one_b = 1:12, conversions_b = rnorm(12)+5)
</code></pre>
84079"
"Some of these variance reduction techniques are covered in Section 2.3 of Chang's book.  Another source that is still in print (possibly in 2nd edition) is J. R. Thompson's book ""Simulation"" published by Wiley.",2012-05-23 06:51:10.0,"<p>First I have to apologize for any uncorrect naming or categorisation of my question, as I am an electrical engineer rather than a mathematican.</p>

<p>I have a simulation that outputs for a given number of input parameters one output value. As the simulation is pretty complicated, I don't know the statistical connection between input and output. I can run the simulation with different seeds to produce different outputs for the same input (it depends on some random numbers).</p>

<p><strong>How do I choose the number of simulations I have to run with the same input, but different seeds to make sure I get significant results?</strong></p>

<p>Perhaps make 10 simulations, calculate the deviation and with this deviation I can calculate the real number of needed simulations?</p>

<p>Edit1: Some more pieces of information: the simulation is a traffic simulation. I have input parameters (like 70% of all cars are minivans or 60% of all junctions are controlled by traffic lights). And I have output values (fuel consumption). Some internal decissions depend on random numbers (when a traffic light turns green, what route to take, ...).</p>

<p>I want to know how many different seeds for the PRNG I have to choose, to make the output at least a bit ""sure"".</p>

<p>Edit2: Some more general pieces of information: You know my setup, and the output (fuel consumption). Now I want to check, how the fuel consumption depends on the number of minivans in the city. So I change this number from 0% to 100%. Because there are some random parts in the simulation, you don't get a nice curve, but one with a few outliers. So I thought: Ok, run it 5 times with different seeds and take the mean of all 5. And voila, I get a smooth curve. </p>

<p>This number 5 was just guessed by me. It looks good in the graph, but has no mathematical background. But perhaps some of you could help me with this. Thanks!</p>
28987"
answer =/= comment. Answers can be edited indefinitely.,2014-01-02 03:15:58.0,"<p>This 'triangular' data structure (where a new 'diagonal' can be observed each time period) occurs in many contexts.</p>

<p>Some examples</p>

<ul>
<li>Age-period-cohort data is of this form. A few links:</li>
</ul>

<p>A report by Bendix Carstensen is probably a decent place to read about these models:</p>

<p><a href=""http://publichealth.ku.dk/sections/biostatistics/reports/2006/ResearchReport06-1.pdf/"" rel=""nofollow"">http://publichealth.ku.dk/sections/biostatistics/reports/2006/ResearchReport06-1.pdf/</a></p>

<p>He has a 2007 paper as well. I'll try to  find the reference.</p>

<p>This article in the Stata Journal is worth a look too:</p>

<p><a href=""http://www.stata-journal.com/sjpdf.html?articlenum=st0211"" rel=""nofollow"">http://www.stata-journal.com/sjpdf.html?articlenum=st0211</a></p>

<p>Kupper, Janis, Karmous, &amp; Greenberg (1985),<br>
Statistical age-period-cohort analysis: a review and critique.<br>
<em>J Chronic Dis.</em> 1985;38(10):811-30.<br>
<a href=""http://www.ncbi.nlm.nih.gov/pubmed/4044767"" rel=""nofollow"">http://www.ncbi.nlm.nih.gov/pubmed/4044767</a></p>

<ul>
<li>Davison and Hinkley (1997) analyze the AIDS reporting data set from De Angelis and Gilks (1994), which is count data of this general form.</li>
</ul>

<p>De Angelis, D. and Gilks, W.R. (1994) Estimating acquired immune deficiency syndrome accounting for reporting delay. <em>Journal of the Royal Statistical Society, A</em>, 157, 31–40.</p>

<p>Davison, A.C. and Hinkley, D.V. (1997) <em>Bootstrap Methods and Their Application</em>. Cambridge University Press. </p>

<ul>
<li>Claims- (Loss-) reserving data is of this form; there are many articles on the various kinds of analysis used for this data (though I regard many of the more popular approaches as badly misguided for several reasons)</li>
</ul>

<p>The tendency to cumulate the data is common in this application; unfortunately the consequences of the particular kinds of dependence this induces are often ignored, and the impact this has on the ability to identify calendar-period changes is also often ignored.</p>

<ul>
<li>Bond yield curve data is of similar form</li>
</ul>

<p>(there are numerous other kinds of data that come in this form or an equivalent form.)</p>

<hr>

<p>I suggest you be cautious when analyzing the cumulated data - it induces dependence along the vintages and obscures potential calendar-period effects that may be very important; on the other hand, if analyzed as a proportion of the origination amount, the variance structure may require you to deal with it as cumulative. </p>

<p>One possibility is taking it back to the per-period data as dollar amounts with origination amount as exposure.</p>

<blockquote>
  <p>they do not come from a sampling process.</p>
</blockquote>

<p>This is a common issue, especially, with time series data - but you can regard it as a sample path from a process about which you wish to make inference.  The data can be seen as resulting from a probabilistic process which (if the history were re-run) would have turned out differently. </p>

<p>More thoughts coming.</p>
81018"
"Most settled sites are on gentle slopes but many slopes aren't gentle. Evidently your slopes go up to 55 degrees (which is either a mistake or a cliff). Is this really a credible hypothesis, even as null?",2013-06-24 18:52:20.0,"<p>First of all, let me explain what I'm after. I have a bunch of archaeological sites (point data) in GIS and a DEM-derived slope map. I classified the slope map into 1-degree interval classes and got the values for the sites. Now I wanted to test whether the values of the sites are significantly different than would be their random placement on the slope map, meaning that the slope of the terrain was an important factor when choosing a place for settlement. This seemed to be a good case for 1-sample KS test as the data is continuous and the reference distribution is actually known (the slope map itself). Also, the distributions are clearly non-normal.</p>

<p>So, I used <code>R</code>'s <code>ks.test</code> function so that the numeric vector x contained the classified values for the sites and y was set the cumulative distribution of the background distribution values via <code>ecdf</code> function: the classification into 1-degree bands was, of course, the same. However, the result is this:</p>

<pre><code>One-sample Kolmogorov-Smirnov test

data:  slope_sites
D = 0.4046, p-value &lt; 2.2e-16
alternative hypothesis: two-sided
</code></pre>

<p>Not only is the p-value ridiculously small, the D statistic is also peculiar. When plotting the two empirical cumulative distribution functions, the difference is much smaller. Not wanting to believe such result I computed the D statistic myself:</p>

<pre><code>max(abs(ecdf(slope_background)(0:55) - ecdf(slope_sites)(0:55)))
</code></pre>

<p>The 55 is set as limit as 55 degrees is the maximum recorded value
Anyway, the resulting D value was 0.1650732, which seems more realistic and is in accordance to the plotted ECDFs. </p>

<p>Any thoughts on that? I suspect I'm doing something fundamentally wrong though.
Also, is there any other, perhaps better way to test this kind of hypothesis? I tried <code>ad.test</code> with the same parameters and I suspect that p-value of 4.38e-06 is also not exactly what would be expected.</p>

<p>The histogram of the site distribution:
<img src=""http://i.stack.imgur.com/vPAWw.png"" alt=""Hist site""></p>

<p>Cumulative distribution functions of the sites (red) and background data (black dashed line):
<img src=""http://i.stack.imgur.com/j5fxk.png"" alt=""ECDF""></p>
62489"
"@AbhimanyuArora: I've typically seen it in the context of data mining.  In the first step, a hypothesis is constructed by mining data.  In the second step, the hypothesis is _validated_ by testing it against fresh data, or against a partition of the original data that wasn't used for the hypothesis generation.  I suspect that the statistics involved would be similar for carrying out a second experiment to verify the results of a first experiment, but I honestly don't know enough to know how precisely equivalent the two situations are or aren't.",2014-02-27 20:32:46.0,"<p><s><b>Edit:</b> The basis of my question is flawed, and I need to spend some time figuring out whether it can even be made to make sense.</s></p>

<p><b>Edit 2:</b> Clarifying that I recognize that a p-value isn't a direct measure of the probability of a null hypothesis, but that I assume that the closer a p-value is to 1, the more likely it is that a hypothesis has been chosen for experimental testing whose corresponding null hypothesis is true, while the closer a p-value is to 0, the more likely it is that a hypothesis has been chosen for experimental testing whose corresponding null hypothesis is false.  I can't see how this is false unless the set of all hypotheses (or all hypotheses picked for experiments) is somehow pathological.</p>

<p><b>Edit 3:</b> I think I'm still not using clear terminology to ask my question.  As lottery numbers are read out, and you match them to your ticket one-by-one, something changes.  The probability that you have won does not change, but the probability that you can turn the radio off does.  There's a similar change that happens when experiments are done, but I have a feeling that the terminology I'm using - ""p-values change the likelihood that a true hypothesis has been chosen"" - isn't the correct terminology.</p>

<p><b>Edit 4:</b> I've received two amazingly detailed and informative answers that contain a wealth of information for me to work through.  I'll vote them both up now and then come back to accept one when I've learned enough from both answers to know that they've either answered or invalidated my question.  This question opened a much bigger can of worms than the one I was expecting to eat.</p>

<p>In papers I've read, I've seen results with p > 0.05 after validation called ""false positives"".  However, isn't it still more likely than not that I've chosen a hypothesis to test with a false corresponding null hypothesis when the experimental data has a p <s>&lt; 0.50</s> which is low but > 0.05, and aren't both the null hypothesis and the research hypothesis statistically uncertain/insignificant (given the conventional statistical significance cutoff) anywhere between 0.05 &lt; p &lt; <s>0.95</s> whatever the inverse of p &lt; 0.05 is, given the asymmetry pointed out in @NickStauner's <a href=""http://www-ist.massey.ac.nz/dstirlin/CAST/CAST/HslugAbout/aboutPValues.html"" rel=""nofollow"">link</a>?</p>

<p>Let's call that number A, and define it as the p-value which says the same thing about the likelihood that you've picked a true null hypothesis for your experiment/analysis that a p-value of 0.05 says about the likelihood that you've picked a true non-null hypothesis for your experiment/analysis.  Doesn't 0.05 &lt; p &lt; A just say, ""Your sample size wasn't big enough to answer the question, and you won't be able to judge application/real-world significance until you get a bigger sample and get your statistical significance sorted out""?</p>

<p>In other words, shouldn't it be correct to call a result definitely false (rather than simply unsupported) if and only if p > A?</p>

<p>This seems straightforward to me, but such widespread usage tells me that I might be wrong.  Am I:</p>

<p>a) misinterpreting the mathematics,<br/>
b) complaining about a harmless-if-not-exactly-correct convention,<br/>
c) completely correct, or<br/>
d) other?</p>

<p>I recognize that this sounds like a call for opinions, but this seems like a question with a definite mathematically correct answer (once a significance cutoff is set) that either I or (almost) everybody else is getting wrong.</p>

<p>Thanks.</p>
88188"
"I do not see how a nonsensical answer is consistent with the statement that ""a CI... cannot fail.""",2013-08-03 03:53:12.0,"<p>I am encountering a difficulty with the following task.  Have I made a mistake, or is this an inherent flaw in the notion of confidence intervals?  (Other such flaws exist.)</p>

<p>Consider a random sample $X_1,\\ldots , X_n$ from a Uniform($\\theta$, $\\theta + a$) distribution, where $\\theta$ is unknown and $a$ is known.  We wish to determine a confidence interval for $\\theta$.</p>

<p>The reader may verify the following details: The statistics $Y=\\text{min}_i X_i$ and $Z=\\text{max}_i X_i$ are jointly sufficient for $\\theta$.  For  $\\theta \\le c_1 \\le c_2 \\le \\theta + a$,
$P\\{c_1 \\le Y \\le Z \\le c_2\\} = [(c_2 - c_1)/a]^n$.  For $0 &lt; \\gamma &lt; 1$, set $d_1 =(1-\\sqrt[n]\\gamma)/2$ and $d_2 =(1+\\sqrt[n]\\gamma)/2$.  Then
$\\gamma = P\\{\\theta + ad_1 \\le Y \\le Z \\le \\theta + ad_2\\} = 
P\\{Z -ad_2 \\le \\theta \\le Y-ad_1\\}$.  Thus, $[Z -ad_2, Y -ad_1]$ is a $\\gamma$ confidence interval for $\\theta$.</p>

<p>Now here's the difficulty:  If we observe $Z - Y &gt; a\\sqrt[n]\\gamma$, then $Z -ad_2 &gt; Y -ad_1$, so our formula yields a nonsensical answer.  Have I made an error in my calculations?  Or is this one of those problems with confidence intervals?</p>

<p>(Homework?  I guess so - but a homework problem that I <em>wrote</em> for my students.  Inspired by another problem in DeGroot &amp; Schervish.)</p>

<p>[Also posted at math.stackexchange.  I didn't know about this group, and I received no satisfactory answer there.]</p>
66407"
"Also, if we're assuming H0 is true, wouldn't the desired value be exactly the center of a t(29) distribution (which is exactly at 0)?",2013-03-14 22:17:40.0,"<blockquote>
  <p>Assuming H0 is true, what is the distribution of the test statistic? t(29)</p>
</blockquote>

<p>No doubt this is the answer that was desired. However, it's strictly speaking incorrect -- without additional assumptions, the only possibly answer is ""We can't tell"".</p>

<blockquote>
  <p>Assuming H0 is true, what is the expected value of the test statistic? 87.70</p>
</blockquote>

<p>This is not correct. You have given the sample mean of the random variable. </p>

<p>You are being asked for the population mean of a t(29) distribution; your later surmise at the end is thinking more along the right kind of lines, but you display some confusion here that should lead you to ask about the difference, or at least to ask about <em>something</em>.</p>

<blockquote>
  <p>The sample mean of 87.7 was _ standard errors below the mean of 90. 1.615</p>
</blockquote>

<p>The question could be slightly clearer but I believe you have it right.</p>
52250"
"Also, in my haste I think I misstated what $D_1$ and $D_2$ are. I'm thinking of something like $D_1 = \\{y_{i1}\\}_{i=1}^n$ and $D_2 = \\{(y_{i2}, \\dots, y_{ip})\\}_{i=1}^n$. So $D_1$ is a collection of 1d observations, not 1d itself.",2011-04-02 17:40:55.0,"<p>From a Bayesian perspective, I'm not so sure that cross validation does anything that a ""proper"" Bayesian analysis doesn't do for comparing models.  But I am not 100% certain that it does.</p>

<p>This is because if you are comparing models in a Bayesian way, then you are essentially already doing cross validation.  This is because the posterior odds of model A $M_A$ against model B $M_B$, with data $D$ and prior information $I$ has the following form:</p>

<p>$$\\frac{P(M_A|D,I)}{P(M_B|D,I)}=\\frac{P(M_A|I)}{P(M_B|I)}\\times\\frac{P(D|M_A,I)}{P(D|M_B,I)}$$</p>

<p>And $P(D|M_A,I)$ is given by:</p>

<p>$$P(D|M_A,I)=\\int P(D,\\theta_A|M_A,I)d\\theta_A=\\int P(\\theta_A|M_A,I)P(D|M_A,\\theta_A,I)d\\theta_A$$</p>

<p>Which is called the <em>prior predictive distribution</em>.  It basically says how well the model predicted the data that was actually observed, which is exactly what cross validation does, with the ""prior"" being replaced by the ""training"" model fitted, and the ""data"" being replace by the ""testing"" data.  So if model B predicted the data better than model A, its posterior probability increases relative to model A.  It seems from this that Bayes theorem will actually do cross validation using all the data, rather than a subset.  However, I am not fully convinced of this - seems like we get something for nothing.</p>

<p>Another neat feature of this method is that it has an in built ""occam's razor"", given by the ratio of normalisation constants of the prior distributions for each model.</p>

<p>However cross validation seems valuable for the dreaded old ""something else"" or what is sometimes called ""model mispecification"".  I am constantly torn by whether this ""something else"" matters or not, for it seems like it should matter - but it leaves you paralyzed with no solution at all when it apparently matters.  Just something to give you a headache, but nothing you can do about it - except for thinking of what that ""something else"" might be, and trying it out in your model (so that it is no longer part of ""something else"").</p>

<p>And further, cross validation is a way to actually do a Bayesian analysis when the integrals above are ridiculously hard.  And cross validation ""makes sense"" to just about anyone - it is ""mechanical"" rather than ""mathematical"".  So it is easy to understand what is going on.  And it also seems to get your head to focus on the important part of models - making good predictions.</p>
9100"
"I won't discuss the other questions until I understand what you're trying to do. You *should* reject the null for small p-values *because that's how hypothesis testing works*. Large p-values are saying ""if the null were true, you'd have a high chance of getting a result at least as unusual as the one from this sample"".",2013-10-31 00:51:34.0,"<p>I have two frequency distributions; which each are frequency of an event. I would like to compare these distributions, and conclude that these events and conclude if these events are statistically 1 event or they are two distinct events. however, it seems the size of these distributions are playing an important role in the final conclusion. meaning when I compare these events by looking at 1000 data point, the p-value is statistically more significant; meaning two distributions are two distinct distributions. However, when I narrow it down to 100 data point my test shows less significant and I can conclude these 2 distributions are sampled from 1 distribution.</p>

<p>Here are my questions:</p>

<p>1) How can I correct my p-value to be robust given the sample size?</p>

<p>2) Is Mann-Whitney a right statistical test for this case? If not, can you point me to the right test?</p>
74197"
"I was speaking not about randomness, but about uniformity. Am I right in that you want a ball of points uniformly populating inside the ball - i.e. like a solid ball of iron?",2014-02-05 11:50:16.0,"<p>With respect to post <a href=""http://stats.stackexchange.com/questions/7977/how-to-generate-uniformly-distributed-points-on-the-surface-of-the-3-d-unit-sphe"">(1)</a> and post <a href=""http://math.stackexchange.com/questions/87230/picking-random-points-in-the-volume-of-sphere-with-uniform-probability"">(2)</a>, I generated a large number of uniformly distributed points inside the ball of radius $R$ using $\\frac{R_s U^{1/3}}{\\sqrt{X_1^2 + X_2^2 + X_3^2}} (X_1, X_2, X_3)$, where $U$ is uniformly distributed between 0 and 1, and $X_1, X_2, X_3$ are independent normal random variables with mean 0 and variance 1. 
The following figure shows a uniform spherical distribution obtained by this method using 10000 independent draws in a sphere of radius 10.
<img src=""http://i.stack.imgur.com/kzBDU.png"" alt=""enter image description here""></p>

<p>By computing the nearest neighbour distance $d_i$ of every point, I observed that the diagnostic plot of nearest neighbour distances does not follow a uniform distribution. Does this non-uniform distribution mean that one can cluster the points? Does it mean points dont have spatial randomness? If so, then how can I generate random points with uniform nearest neighbour distances.</p>

<hr>

<p>Temporary images for @Anony-Mousse consideration:
<img src=""http://i.stack.imgur.com/txV1K.png"" alt=""enter image description here"">
<img src=""http://i.stack.imgur.com/1wLfB.png"" alt=""enter image description here""></p>
85488"
It seems like not enough detail is in the framing of your question. I would not have guessed from the way your question was asked that this was the kind of thing you were after. It feels like something relevant is missing.,2014-03-16 19:06:59.0,"<p>I am running a Monte-Carlo simulation and I sample from various normal distributions. I was just wondering, is there a way by which I can increase the probability of selecting a point from the tails (i.e., $[-5\\sigma,-3\\sigma]$ and $[3\\sigma,5\\sigma]$) as compared to the probability associated with the interval $(-3\\sigma, 3\\sigma)$?</p>

<p>Edit:</p>

<p><img src=""http://i.stack.imgur.com/UzAEY.jpg"" alt=""enter image description here""></p>
90207"
"What I meant was the exact result; you mentioned a 4 degree equation from which you seem to have the exact result (0. 359187). I suppose that is the mode of the solution soakley suggested, how do you derive this equation, how is it linked to the mode ?",2013-05-15 13:24:28.0,"<p>It is still unclear whether the OP wants a solution with a mode of 0.33 or $1 \\over 3$ or a mean with one of those two values. Without knowing the exact need, there are multiple possibilities. [1] and [4] below address the problem of getting a mean of ${1 \\over 3},$ while [2] and [3] are for a mode of ${1 \\over 3}$. </p>

<p>[1] Generate $U_1, U_2, U_3$ as continuous uniform random variates on $[0,{2 \\over 3}]$. Let $A = {{U_1} \\over {U_1 + U_2 + U_3}},$ $B = {{U_2} \\over {U_1 + U_2 + U_3}},$ and $C = {{U_3} \\over {U_1 + U_2 + U_3}}.$</p>

<p>[2] Let $X=(1/3)*W_1 + (1/6),$ $Y = (1/3)*W_2 + (1/6),$ and $Z = 1 - X - Y,$ where $W_1$ and $W_2$ are continuous uniform on $[0,1].$ $Z$ has a different distribution than $X$ or $Y,$ but I think this will meet the original mode requirement. </p>

<p>[3] In an effort to produce a more intuitive version, let $R_1$ be right triangular with left endpoint at zero and mode at ${1 \\over 3} .$ Let $L_1$ be left triangular with mode at $1 \\over 3$ and right endpoint at ${2 \\over 3} .$  Then $R_1 + L_1$ has a unique mode at ${2 \\over 3},$ and if we define $Q = 1 - (R_1 + L_1)$ then $Q$ has a unique mode at ${1 \\over 3}.$ The pdf of $Q$ is given below in the comments. </p>

<p>[4] Trying to be clever, simple, and elegant. Generate 2 independent uniform[0,1] realizations. These 2 points divide the interval from 0 to 1 into 3 pieces. Use the lengths of these 3 pieces as the desired variates. Note how this generalizes intuitively to any sum and any number of random variables. Each variate is identically distributed (another right triangular distribution). Every pairwise correlation is $-{1 \\over 2}.$ However, like approach [1], the mean is ${1 \\over 3},$ but the mode here is not ${1 \\over 3}.$ As whuber noted, it is at zero. </p>
59112"
"I mean ""show them all on one plot"". I may be able to mock up something like what I mean, but I can't do it at the moment.",2014-04-12 07:20:53.0,"<p>I have a light curve, that is photon count rate versus time, of an astronomical object. These data are periodic, since the source signal is periodic. I can fold the data with the period and obtain an average profile.</p>

<p>At this point, I want to check whether the single profiles are statistically different from the averaged one. Then, I was thinking to do a test between the average profile and the single profiles.</p>

<p>This test could be a 2sets KS test, or a Chi-squared test, or others. I don't know which one is better suited for my purpose.</p>

<p>Could you suggest/address me in this please?</p>

<p>EDIT: here is a figure where the folded profile is showed in blue points, and the red line a tentative of smoothing the profile (not too relevant for this discussion)</p>

<p><img src=""http://i.stack.imgur.com/5PXgG.png"" alt=""enter image description here""></p>

<p>Also, here a small collection of ""single-profiles"" compared with the model from the red line in the previous figure http: <a href=""http://imagebin.org/306860"" rel=""nofollow"">fig1</a> , <a href=""http://imagebin.org/306861"" rel=""nofollow"">fig2</a> , <a href=""http://imagebin.org/306862"" rel=""nofollow"">fgi3</a>.</p>

<p>EDIT 2: <a href=""http://imagebin.org/307391"" rel=""nofollow"">here</a> is a cumulative plot (very preliminary).</p>
93530"
"@charles, I appreciate your insight, and I am also from a biomedical background, so I am comfortable with your terminology and scope. My primary goal with this question is to find a formal way of comparing two models when *n* is large (ie. everything is significantly different, yet predictability appears to be about the same). Any thoughts?",2013-11-21 12:42:23.0,"<p>To better ask my question, I have provided some of the outputs from both a 16 variable model (<code>fit</code>) and a 17 variable model (<code>fit2</code>) below (all predictor variables in these models are continuous, where the only difference between these models is that <code>fit</code> does not contain variable 17 (var17)):</p>

<pre><code>fit                    Model Likelihood     Discrimination    Rank Discrim.    
                         Ratio Test            Indexes          Indexes       
 Obs        102849    LR chi2   13602.84    R2       0.173    C       0.703    
  0          69833    d.f.            17    g        1.150    Dxy     0.407    
  1          33016    Pr(&gt; chi2) &lt;0.0001    gr       3.160    gamma   0.416    
 max |deriv| 3e-05                          gp       0.180    tau-a   0.177    
                                            Brier    0.190       


fit2                 Model Likelihood       Discrimination    Rank Discrim.    
                         Ratio Test            Indexes          Indexes       
 Obs        102849    LR chi2   13639.70    R2       0.174    C       0.703    
  0          69833    d.f.            18    g        1.154    Dxy     0.407    
  1          33016    Pr(&gt; chi2) &lt;0.0001    gr       3.170    gamma   0.412    
 max |deriv| 3e-05                          gp       0.180    tau-a   0.177    
                                            Brier    0.190          
</code></pre>

<p>I used Frank Harrell's <code>rms</code> package to build these <code>lrm</code> models. As you can see, these models do not appear to vary much, if at all, across <em>Discrimination Indexes</em> and <em>Rank Discrim. Indexes</em>; however, using <code>lrtest(fit,fit2)</code>, I was provided with the following results:</p>

<pre><code> L.R. Chisq         d.f.            P 
3.685374e+01     1.000000e+00    1.273315e-09 
</code></pre>

<p>As such, we would reject the null hypothesis of this likelihood ratio test; however, I would assume this is likely due to the large sample size (<em>n</em> = 102849) as these models appear to perform in a similar fashion. Furthermore, I am interested in finding a better way of formally comparing nested binary logistic regression models when <em>n</em> is large.</p>

<p>I greatly appreciate any feedback, R scripts, or documentation that can steer me in the right direction in terms of comparing these types of nested models! Thanks!</p>
77245"
"(I assumed so far that if you generate many sequences of four then there's no overlap - once you get 4, the count of S's resets to 0.)",2013-04-16 00:16:07.0,"<p>I am not sure the beta will be likely to be particularly suitable as a way of dealing with this problem -- ""The number of plays until ..."" is clearly a count. It's an integer, and there is no upper limit on values where you get positive probability. </p>

<p>By contrast the beta distribution is continuous, and on a bounded interval, so it would seem to be an unusual choice. If you moment match a scaled beta, the cumulative distribution functions might perhaps approximate not so badly in the central body of the distribution. However, some other choice is likely to substantially better further into either tail. </p>

<p>If you have either an expression for the probabilities or simulations from the distribution (which you presumably need in order to find an approximating beta), why would you not use those directly?</p>

<hr>

<p>If your interest is in finding expressions for probabilities or the probability distribution of the number of tosses required, probably the simplest idea is to work with probability generating functions. These are useful for deriving functions from recursive relationships among probabilities, which functions (the pgf) in turn allow us to extract whatever probabilities we require.</p>

<p>Here's a post with a good answer taking the algebraic approach, which explains both the difficulties and makes good use of pgfs and recurrence relations. It has specific expressions for mean and variance in the ""two successes in a row"" case:</p>

<p><a href=""http://math.stackexchange.com/questions/73758/probability-of-n-successes-in-a-row-at-the-k-th-bernoulli-trial-geometric"">http://math.stackexchange.com/questions/73758/probability-of-n-successes-in-a-row-at-the-k-th-bernoulli-trial-geometric</a></p>

<p>The four successes case will be substantially more difficult of course. On the other hand, $p = \\frac{1}{2}$ does simplify things somewhat.</p>

<p>-- </p>

<p>If you just want numerical answers, simulation is relatively straightforward. The probability estimates could be used directly, or alternatively it would be reasonable to smooth the simulated probabilities.</p>

<p>If you must use an approximating distribution, you can probably choose something that does pretty well. </p>

<p>It's possible a mixture of negative binomials (the 'number of trials' version rather than 'the number of successes' version) might be reasonable. Two or three components should be expected to give a good approximation in all but the extreme tail. </p>

<p>If you want a single continuous distribution for an approximation, there may be better choices than the beta distribution; it would be something to investigate.</p>

<hr>

<p>Okay, I've since done a little algebra, some playing with recurrence relations, some simulation and even a little thinking.</p>

<p>To a very good approximation, I think you can get away with simply specifying the first four nonzero probabilities (which is easy), computing the next few handfuls of values via recurrence (also easy) and then using a geometric tail once the recurrence relation has smoothed out the initially less smooth progression of probabilities.</p>

<p>It looks like you can use the geometric tail to very high accuracy past k=20, though if you're only worried about say 4 figure accuracy you could bring it in earlier.</p>

<p>This should let you compute the pdf and cdf to good accuracy. </p>

<p>I'm a little concerned - my calculations give that the mean number of tosses is 30.0, and the standard deviation is 27.1; if I understood what you mean by ""x"" and ""u"", you got 40 and 28 in your tossing. The 28 looks okay but the 40 seems quite a way off what I got... which makes me worry I did something wrong.</p>

<p>====</p>

<p>NOTE: Given the complexities between first time and subsequent times that we encountered, I just want to be absolutely certain now that we are counting the same thing.</p>

<p>Here's a short sequence, with the ends of the '4 or more H' sequences marked (pointing to the gap between flips immediately after the last H)</p>

<pre><code>       \\/                     \\/
TTHHHHHHTTHTTTTTHHTTHTTHHTHHHHHT...
       /\\                     /\\
</code></pre>

<p>Between those two marks I count 23 flips; that is as soon as the previous sequence of (6 in this case) H's ends, we start counting at the immediately following T and then we count right to the end of the sequence of 5 H's (in this case) that ends the next sequence, giving a count of 23 in this case.</p>

<p>Is that how you count them?</p>

<hr>

<p>Given the above is correct, this is what the probability function of the number of tosses after one run of at least 4 heads is complete until the next run of at least 4 heads is complete looks like:</p>

<p><img src=""http://i.stack.imgur.com/y1KMB.png"" alt=""Coin probs""></p>

<p>At first glance it looks like it's flat for the first few values, then has a <a href=""http://en.wikipedia.org/wiki/Geometric_distribution"">geometric</a> tail, but that impression is not quite accurate - it takes a while to settle down to an effectively geometric tail.</p>

<p>I am working on coming up with a suitable approximation you can use to answer whatever questions you'd have about probabilities associated with this process to good accuracy that is at the same time as simple as possible. I have a pretty good approximation that should work (that I have already checked against a simulation of a billion coin tosses) but there's some (small but consistent) bias in the probabilities the approximation gives in part of the range and I'd like to see if I can get an extra digit of accuracy out of it. </p>

<p>It may be that the best way to do it is simply to give you a table of the probability function and cdf out to a point beyond which a geometric distribution can be used.</p>

<p>However, it would help if you can give some idea of the range of things you need to use the approximation for.</p>

<hr>

<p>I hope to follow through on the pgf approach, but it's possible someone else will be more proficient with them than me and can do not just the 4-case but other cases.</p>
56200"
Why would the values of those random variables have the same variance?,2014-05-07 12:14:17.0,"<p>I have a question about something that is probably very basic to statistics but I feel I don't fully understand</p>

<p>I've found that generally it is much harder to get high power (smaller) confidence intervals with binomial data (0,1s)</p>

<p>When I want to calculate the difference between two proportions it is hard to get a high p value and confidence intervals.  However, with studies with the same amount of participants for which I can calculate means (because the variables are measured continuously rather than as 0 or 1 choice) the power is much higher.   I think I have a good sense of why this is but i'd like someone to explain it to me in a basic way so that I can check my understanding.</p>

<p>Is there are graph which anyone can point me to (or some general rule)  that links sample size with power when using binomial vs continuous data.  I feel like I should avoid collecting binary outcomes where ever possible because of the lack of power.  Is this correct</p>

<p>Additional comment added 11.05.2014 12:04</p>

<p>TO CLARIFY:   My question is -  if we are measuring exactly the same thing but with 2 different ways of collecting data.  One is binary (e.g. do you prefer B 'more' or 'less' than A), one is continuous (do you prefer A or B. Please rate preference for A on scale of 0-1, where B is 0.5),  then do I get higher power with the continuous measurement method - and if so why?   I seem to, because I get a mean scores from the continuous method rather than proportions, and the std error of the mean scores generally seem to be lower than that of the proportions,  when expected values are the same (e.g mean of 0.5, proportion of 0.5), and number of participants doing the test is the same.</p>
96737"
