version,isuserpro,isuserstaff,haspaywall,israted,isoriginal,hascustomaudio,hascustomvideo,ncomments,nfavorites,nviews,nratings,rating,license,licenseurl,genres,groups,tags,songname,title,subtitle,artistname,composername,publisher,complexity,ntracks,tracks,songlength,songlengthseconds,songlengthbars,songlengthbeats,nnotes,notesperbar,nannotations,nlyrics,haslyrics,ntokens,pitchclassentropy,scaleconsistency,grooveconsistency,bestpath,isbestpath,bestarrangement,isbestarrangement,bestuniquearrangement,isbestuniquearrangement,subsetrated,subsetdeduplicated,subsetrateddeduplicated,path_metadata,hasmetadata_isuserpublisher_isofficial_isdraft_hasannotations_subsetall
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Woodman. RHu.166,The Woodman. RHu.166,,Misc tunes,,,1,1,0,76080,53.71868285034138,52,317,211,4.057692307692308,3,0,False,214,2.819346420836468,0.971563981042654,0.939636752136752,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,/data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,False,False,False,False,./data/T/N/QmTNzaBvf3US7EJ3WAkFfGYejm3TY9eiZ3vHMDyJkiTkNa.json./metadata/6/4555025.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,4,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Paul Cranford's Map Of Cape Breton,Paul Cranford's Map Of Cape Breton,,Misc tunes,,,1,1,0,46080,23.99999999968,32,192,200,6.25,3,0,False,203,2.7080918765190347,0.99,0.9791666666666666,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,False,False,False,./data/S/b/QmSbHy3A6waBjoVUS7CndhwKVg1ZmVciisCyqF22hnvqWo.json./metadata/5/5014218.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,15,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Glencoe Marathon,Glencoe Marathon,,Misc tunes,J.H.,,1,1,0,111600,232.49999998818123,73,131,464,6.356164383561644,15,0,False,479,2.67834860555253,1.0,0.9748563218390804,/data2/zachary/musescore/data/e/P/QmePgC9rq4QbnS7WGnscWMTvx5DMJ1SM5rzz7QWwerSTbp.mscz,False,/data2/zachary/musescore/data/e/P/QmePgC9rq4QbnS7WGnscWMTvx5DMJ1SM5rzz7QWwerSTbp.mscz,False,/data2/zachary/musescore/data/Y/t/QmYtusapmF1B76EcuB6Ge8LEZCZQnoUBB7tjqD4d7Dm3Lk.mscz,False,False,False,False,./data/d/a/QmdarKGV5i5PpEoW9vzcSHV4d2cT84AvUCt83HNoqPX2CE.json./metadata/1/5002842.json,TrueFalseFalseFalseTrueTrue
1.14,False,False,False,False,False,False,False,1,14,3283,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,alecsandri-horaunirii-flechtenmacher,Hora Unirii,Hora Unirii,cea mai frumoasa hora a neamului romanesc (Mihai Eminescu),Misc tunes,Al. Flechenmacher,,0,1,52,23040,11.99999999984,16,96,70,4.375,1,0,False,71,2.674614359852539,1.0,0.9079861111111112,/data2/zachary/musescore/data/a/i/Qmaik9QTWMDc8BQTJU69xbqsCx2QXH4oko1JVhQmwr6tQ4.mscz,False,/data2/zachary/musescore/data/R/z/QmRzxpmC2rqFWrxTg3xenfKtZh5HdYNzbewmw3BPVnxFwF.mscz,True,/data2/zachary/musescore/data/R/z/QmRzxpmC2rqFWrxTg3xenfKtZh5HdYNzbewmw3BPVnxFwF.mscz,True,False,True,False,./data/R/z/QmRzxpmC2rqFWrxTg3xenfKtZh5HdYNzbewmw3BPVnxFwF.json./metadata/6/36719.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,House of Craig,Alexander Walker - House of Craig,,Alexander Walker,Alexander Walker,,1,1,0,61440,66.20701070003034,34,130,256,7.529411764705882,4,0,False,260,2.53134907834093,1.0,0.9856770833333334,/data2/zachary/musescore/data/T/z/QmTzBNHhRrHYznfXzvsBnccmEduTY3vo3kZqGJe29T6PvS.mscz,False,/data2/zachary/musescore/data/T/z/QmTzBNHhRrHYznfXzvsBnccmEduTY3vo3kZqGJe29T6PvS.mscz,False,/data2/zachary/musescore/data/T/z/QmTzBNHhRrHYznfXzvsBnccmEduTY3vo3kZqGJe29T6PvS.mscz,False,False,False,False,./data/d/g/QmdgZDTsSUeDDrAiA7xUfHLjYQZ7bjQHaH3vSJpidnWrdj.json./metadata/8/5008891.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,1,232,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Lonesome Moonlight Waltz,Lonesome Moonlight Waltz,,Misc tunes,,,1,1,0,46560,52.90918710624209,33,97,176,5.333333333333333,3,0,False,179,2.7979951959540217,0.9545454545454546,0.8897569444444444,/data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,False,/data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,False,/data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,False,False,False,False,./data/R/U/QmRUSoC13B4BeqPuqpGaMEpXgDDo5La69VGRb1YEB8UNr9.json./metadata/6/4648862.json,TrueFalseFalseFalseTrueTrue
2.06,True,False,False,False,False,False,False,0,3,460,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,,,Purcell-Dido-and-Aeneas-Mvmt-3 Aria-Ritornello Ah! Belinda,,,,,0,7,6-6-42-48-48-48-52,156000,216.6666666610093,84,325,1264,15.047619047619047,5,117,True,1386,2.901596792418529,0.9057798891528108,0.9459876543209876,/data2/zachary/musescore/data/Y/1/QmY1VgYJZBCma4wkSZocW4VvyZmdpg5uY5jSVbjjiTmpQo.mscz,False,/data2/zachary/musescore/data/P/n/QmPnB4VKzgQbaU1ogSE9LQVSDpLjgHut2XVnmSZjCAHq4v.mscz,False,/data2/zachary/musescore/data/P/n/QmPnB4VKzgQbaU1ogSE9LQVSDpLjgHut2XVnmSZjCAHq4v.mscz,False,False,False,False,./data/d/u/QmduEqwEw3ocMKXdwu58E7EoBDNYmrGPQFXfboSL7WwZP1.json./metadata/0/4217481.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,0,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Madam Theadore's Allmand,Madam Theadore's Allmand,,Misc tunes,,,1,1,0,46080,47.99999999876,52,100,176,3.3846153846153846,3,0,False,179,2.4327470027798093,1.0,0.9210069444444444,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,False,False,False,./data/R/o/QmRommUWbKrHdG4RY9DUGQRLyxg4mDPAR4YNDp7FPFQtV2.json./metadata/8/4980778.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,8,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Is your life fully yielded?,Is your life fully yielded? - Rose C. Meyer,,Rose C. Meyer,Rose C. Meyer 1902,,0,2,0-0,28800,51.42864489545598,9,26,151,16.77777777777778,2,0,False,153,3.041158914456022,0.9324324324324323,0.9930555555555556,/data2/zachary/musescore/data/a/K/QmaKGnuxazXF9sJeNzqq9kTa4KFAHXGj7tLchqVSCtEFXy.mscz,True,/data2/zachary/musescore/data/a/K/QmaKGnuxazXF9sJeNzqq9kTa4KFAHXGj7tLchqVSCtEFXy.mscz,True,/data2/zachary/musescore/data/a/K/QmaKGnuxazXF9sJeNzqq9kTa4KFAHXGj7tLchqVSCtEFXy.mscz,True,False,True,False,./data/a/K/QmaKGnuxazXF9sJeNzqq9kTa4KFAHXGj7tLchqVSCtEFXy.json./metadata/4/5730705.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,0,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Scartaglen,The Scartaglen,,Misc tunes,,,1,1,0,62880,65.49999999830791,33,132,236,7.151515151515151,6,0,False,242,2.5597264047343,1.0,0.9713541666666666,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/f/M/QmfMJLQxnd3ZYvG5Dt2zUHZoxNRMgMbWMQTqVvZzobJsBw.json./metadata/0/4942908.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,8,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Devil in Dublin,The Devil In Dublin (march) 1827,,Misc tunes,Unattributed,,1,1,0,47760,25.87499999963,34,200,166,4.882352941176471,27,0,False,193,2.7177970476669806,1.0,0.9418402777777778,/data2/zachary/musescore/data/V/z/QmVzLTGRU1PcoWqBxrWkYuaUmcGPdyKVuiqJExZ6hKArxq.mscz,False,/data2/zachary/musescore/data/V/z/QmVzLTGRU1PcoWqBxrWkYuaUmcGPdyKVuiqJExZ6hKArxq.mscz,False,/data2/zachary/musescore/data/Q/7/QmQ7UsEeRoxUdhMjbCjCp4CvuUuLLqCvgxKsyXkseou6QC.mscz,True,False,True,False,./data/Q/7/QmQ7UsEeRoxUdhMjbCjCp4CvuUuLLqCvgxKsyXkseou6QC.json./metadata/5/4579608.json,TrueFalseFalseFalseTrueTrue
2.06,False,False,False,False,False,False,False,2,10,2833,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,hiphop,,maskoffchallenge,mask off,Mask Off,,Future,,,0,1,57,9120,7.599999999804933,5,20,16,3.2,1,0,False,17,2.5550365325772657,0.8125,0.921875,/data2/zachary/musescore/data/S/K/QmSKAeNgkbRrHVmfW5aLYpwwZaNgXFqgiKsCz1HrHWbJko.mscz,True,/data2/zachary/musescore/data/S/K/QmSKAeNgkbRrHVmfW5aLYpwwZaNgXFqgiKsCz1HrHWbJko.mscz,True,/data2/zachary/musescore/data/S/K/QmSKAeNgkbRrHVmfW5aLYpwwZaNgXFqgiKsCz1HrHWbJko.mscz,True,False,True,False,./data/S/K/QmSKAeNgkbRrHVmfW5aLYpwwZaNgXFqgiKsCz1HrHWbJko.json./metadata/1/3694601.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,4,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Dear Old Newport Town,Dear Old Newport Town,,Misc tunes,,,1,1,0,46080,47.99999999876,33,97,65,1.9696969696969693,2,0,False,67,2.5906455211326045,1.0,0.9402173913043478,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,False,False,False,./data/c/c/Qmcco3NKEYCNGf7NLrToEjUZ9XBFfokQUDLJNL8su2EDDq.json./metadata/8/5077974.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,7,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Last Night's Fun,Traditional music - Last Night's Fun,,Misc tunes,Trad,,1,1,0,31200,32.499999999160416,17,65,129,7.588235294117647,2,0,False,131,2.604117755357894,1.0,0.9036458333333334,/data2/zachary/musescore/data/c/s/QmcsZ4UyjkdHATG17b2T9sYFb4kcLWp1nMtzWFGWXGGh8M.mscz,False,/data2/zachary/musescore/data/c/s/QmcsZ4UyjkdHATG17b2T9sYFb4kcLWp1nMtzWFGWXGGh8M.mscz,False,/data2/zachary/musescore/data/Z/A/QmZAfJbGtXmiJvwjcZGNkZArsrb5FMvGeYRBxZnbYVHjCe.mscz,True,False,True,False,./data/Z/A/QmZAfJbGtXmiJvwjcZGNkZArsrb5FMvGeYRBxZnbYVHjCe.json./metadata/3/4933786.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,8,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,folk,,,Cercle Desponges,Traditional music - Cercle Desponges,,Misc Traditional,Trad. ?,,1,1,0,46080,23.99999999968,36,193,171,4.75,8,0,False,179,2.7315753884443463,1.0,0.9522569444444444,/data2/zachary/musescore/data/d/h/QmdhRPrGuPVQ5wHTTd44BHYZjFMwkpeWBSnkF8pyv7y7ur.mscz,False,/data2/zachary/musescore/data/d/h/QmdhRPrGuPVQ5wHTTd44BHYZjFMwkpeWBSnkF8pyv7y7ur.mscz,False,/data2/zachary/musescore/data/f/4/Qmf4NNSADaQ15iMUEKE8QmbBrrGToxQSefGqoQNX87bn8X.mscz,False,False,False,False,./data/T/v/QmTvxKFTyg8yoen8sD8pELU2ZZzL4UfUEGqPTqnzH8Yjk7.json./metadata/2/4997730.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,11,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Cotillon X La Sage Femme,Cotillon X La Sage Femme,,Misc tunes,,,0,2,0-0,53760,55.999999998553335,56,112,376,6.714285714285714,12,0,False,388,2.708946683702254,0.9840425531914894,0.902529761904762,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/N/r/QmNrpUpz8Zk6TSG68WgLcGiMv8X4MknoMeXDDiSNyXFmtU.mscz,False,/data2/zachary/musescore/data/X/j/QmXjGLqWdWNDg2oVV4h5r9UwXu9bnNhioafjLhoBaHWwBV.mscz,False,False,False,False,./data/a/r/Qmar3Q1V8vLmBjZFJHJaEkE3oTSDo8PFd47StbS1V9PNak.json./metadata/7/5038109.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Wood's Hornpipe TS.040,Wood's Hornpipe TS.040,,Misc tunes,Prefixed as 'No.28' in MS,,1,1,0,63360,87.99999999555112,36,68,234,6.5,12,0,False,246,2.6601934917805385,1.0,0.9627525252525252,/data2/zachary/musescore/data/T/B/QmTBjUL145AuRg5QVLbjfbebuj21hV9RpJtpsHdRrsYVHZ.mscz,False,/data2/zachary/musescore/data/Z/X/QmZXERzGpvYoa9SS3e2mmP6XUkx8Xsith3YibTShrfTkvD.mscz,False,/data2/zachary/musescore/data/Z/G/QmZG2iPB2cHqjU4Ra5pRZrgjYRicEXTcWJBvmyyzadfhxa.mscz,False,False,False,False,./data/R/s/QmRsE6PLRXUkUKfoEKTp6xhsJeJxRUKTiWbKHQHGxCNRMo.json./metadata/1/4557368.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,On a Christmas morning bright,On a Christmas morning bright - A. J. Abbey,,A. J. Abbey,,,0,2,0-91,16320,24.5783724773619,17,34,196,11.529411764705882,1,1,True,198,2.702380441126107,0.9897959183673468,0.9192708333333334,/data2/zachary/musescore/data/W/D/QmWDq6idG2AqLj2k7pVY2ti72PVmp9eFWLF6DZ5tAuD81W.mscz,False,/data2/zachary/musescore/data/V/7/QmV7sA3PcaAixZvK9JtLMhs92LqvX9fkS4yyaEsKMaaXvj.mscz,True,/data2/zachary/musescore/data/V/7/QmV7sA3PcaAixZvK9JtLMhs92LqvX9fkS4yyaEsKMaaXvj.mscz,True,False,True,False,./data/V/7/QmV7sA3PcaAixZvK9JtLMhs92LqvX9fkS4yyaEsKMaaXvj.json./metadata/4/5793355.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,O'Connor's favorite,O'CONNOR'S FAVORITE,,Misc tunes,,,1,1,0,61440,127.99999999349332,36,68,236,6.555555555555555,3,0,False,239,2.66309005793297,1.0,0.935546875,/data2/zachary/musescore/data/Y/e/QmYeQGuF6BvTqEN2bmsnQiG6HSDkXqdhDEo34PotnCq5fP.mscz,False,/data2/zachary/musescore/data/U/Q/QmUQL1zY2NwPTj7y4P8EpBP5jH6AepZrcFFxQ5Vh2K7VLg.mscz,False,/data2/zachary/musescore/data/U/Q/QmUQL1zY2NwPTj7y4P8EpBP5jH6AepZrcFFxQ5Vh2K7VLg.mscz,False,False,False,False,./data/W/N/QmWNiUmPJmXP79cuJ4e25HkeAmavHoaafGumGXmR7Yx821.json./metadata/8/4704491.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,12,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Downfall Of Paris,The Downfall of Paris. RH.427,,Misc tunes,,,1,1,0,91680,114.59977079747878,96,192,518,5.395833333333333,80,0,False,598,2.5757521980573306,1.0,0.9157801418439716,/data2/zachary/musescore/data/X/r/QmXr6eHaXpu9TWMmJedipnpDgp6o4PbKHvbxEuTGfL2Yqa.mscz,False,/data2/zachary/musescore/data/V/2/QmV2Vueyzj395LpLfHmBw5FaKdaYnA2rWJXXUUKQuYDzz4.mscz,False,/data2/zachary/musescore/data/a/i/QmaiUzcRrUt3dReseR1VCJ5x2Jp1e55UxRnTPie7p1dUiQ.mscz,False,False,False,False,./data/b/T/QmbTVTkZqf9otci5neiGYHxQA7WcySojGqANokBemoP6oA.json./metadata/8/4588565.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,10,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Jesus full of grace and mercy,Jesus full of grace and mercy - William P. Rowlands,,William P. Rowlands,Williams Penfro Rowlands 1905,,0,2,0-0,31680,30.461491596920265,16,66,276,17.25,2,0,False,278,2.7425025599740387,0.9844357976653696,0.9778645833333334,/data2/zachary/musescore/data/e/x/QmexwZ1eB5aNRVYjbcQ2RHumVVQoP6RjXXkEmR2vuWu3LC.mscz,False,/data2/zachary/musescore/data/b/Z/QmbZFsiXgnGJK7uocMyxPN8XjhHXbh1kPvowDg7FeWoQoc.mscz,False,/data2/zachary/musescore/data/c/V/QmcVJ8zQXvVbRVYuLYp5Ved1vm9YdQNqWmTMYdXVkgeyPx.mscz,True,False,True,False,./data/c/V/QmcVJ8zQXvVbRVYuLYp5Ved1vm9YdQNqWmTMYdXVkgeyPx.json./metadata/8/5738992.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,8,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Statia Donnelly,Statia Donnelly,,Misc tunes,,,1,1,0,96240,50.12499999933166,67,402,362,5.402985074626866,6,0,False,368,2.684198461725096,0.9917127071823204,0.9659863945578232,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/U/9/QmU96qci3LTEwNiyn69NEtByanUmgsDTYJgp1DVkuJYzCH.json./metadata/8/4932239.json,TrueFalseFalseFalseTrueTrue
2.06,False,False,False,True,False,False,False,2,14,460,3,4.83,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,soundtrack,,supersmashbros-flute-clarinet-supersmashbrosmelee-supersmashbrosbrawl-supersmashbroswiiu-supersmashbros-supersmashbrosultimate-lifelight,super smash bros ultimate - main theme,Super Smash Bros. - Ultimate Mashup - Flute and Clarinet,Lifelight (Main Theme Medley),Misc Computer Games,,,0,4,71-71-73-73,140160,134.76902342879876,73,292,1417,19.410958904109588,55,0,False,1472,3.275131945978537,0.8476343223736968,0.9332191780821918,/data2/zachary/musescore/data/d/L/QmdLEHrB6pfzVdDBfgwt5pNBETHRi5ZmyJSWrY9HcVBmC6.mscz,False,/data2/zachary/musescore/data/Z/S/QmZS9FVRfQQGYgtZpo6efZCzLDjDtJY6RvfdbKig6aaLLL.mscz,True,/data2/zachary/musescore/data/Z/S/QmZS9FVRfQQGYgtZpo6efZCzLDjDtJY6RvfdbKig6aaLLL.mscz,True,True,True,True,./data/Z/S/QmZS9FVRfQQGYgtZpo6efZCzLDjDtJY6RvfdbKig6aaLLL.json./metadata/0/5947730.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,0,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Oot Be Est Da Vong,Oot be est da Vong,,Misc tunes,,,1,1,0,53760,55.999999998553335,33,113,198,6.0,5,0,False,203,2.484181850654933,1.0,0.9657738095238096,/data2/zachary/musescore/data/e/e/QmeeFoGVogVwNP8qRzcd2eF8CCJdtzYSzirAVUeCWz1FxZ.mscz,False,/data2/zachary/musescore/data/e/e/QmeeFoGVogVwNP8qRzcd2eF8CCJdtzYSzirAVUeCWz1FxZ.mscz,False,/data2/zachary/musescore/data/e/e/QmeeFoGVogVwNP8qRzcd2eF8CCJdtzYSzirAVUeCWz1FxZ.mscz,False,False,False,False,./data/X/X/QmXX9jkDeABzPh8ACexQTN88cxgBtTfxZEcdcvNUyULeqJ.json./metadata/2/4590025.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Roselana Castle,Roselana Castle,,Misc tunes,,,1,1,0,212160,181.62499999580024,127,885,911,7.173228346456693,38,0,False,949,2.773516904225153,0.9517014270032932,0.9160984848484848,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/c/v/QmcvgHZ4o9myC96Ss1Gqi74r8X8DEVoUJofbHWS7VxCJss.json./metadata/2/4985113.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,Mackilmoyle's,Mackilmoyle's,,Misc tunes,,,1,1,0,30720,31.999999999173333,16,64,118,7.375,1,0,False,119,2.927591033484039,0.9491525423728814,0.9791666666666666,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,False,False,False,./data/Q/6/QmQ62H2QKAKWEYP8N6HyT5zBeVayNA9cFnEPE9Nugq7qip.json./metadata/1/4963933.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Praise the Lord for His salvation,Praise the Lord for His salvation - E. E. Hewitt,,E. E. Hewitt,,,0,2,0-91,32160,43.695747163527855,17,68,316,18.58823529411765,1,1,True,318,2.643443813925072,0.9778481012658228,0.9166666666666666,/data2/zachary/musescore/data/f/Q/QmfQQpgn8kN4pdoTybHV32TL9quSR6mmWk3mYF3QebQ3sC.mscz,False,/data2/zachary/musescore/data/R/Z/QmRZ2DbnqWA6v1nGU6RmgHT4iGBpt2PJwmvPdJnAK9wTCz.mscz,True,/data2/zachary/musescore/data/R/Z/QmRZ2DbnqWA6v1nGU6RmgHT4iGBpt2PJwmvPdJnAK9wTCz.mscz,True,False,True,False,./data/R/Z/QmRZ2DbnqWA6v1nGU6RmgHT4iGBpt2PJwmvPdJnAK9wTCz.json./metadata/3/5792774.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Say now ye lovely social band,Say now ye lovely social band - Campbell,,Campbell,,,0,3,0-0-0,38400,39.99999999896667,20,80,216,10.8,1,0,False,217,2.314661808840054,1.0,0.9635416666666666,/data2/zachary/musescore/data/c/r/Qmcr1HPAWT3Bvnwv6J4c7UedoApsofYRBY8EGy8CucoSpP.mscz,True,/data2/zachary/musescore/data/c/r/Qmcr1HPAWT3Bvnwv6J4c7UedoApsofYRBY8EGy8CucoSpP.mscz,True,/data2/zachary/musescore/data/c/r/Qmcr1HPAWT3Bvnwv6J4c7UedoApsofYRBY8EGy8CucoSpP.mscz,True,False,True,False,./data/c/r/Qmcr1HPAWT3Bvnwv6J4c7UedoApsofYRBY8EGy8CucoSpP.json./metadata/3/5795037.json,TrueFalseFalseFalseTrueTrue
3.01,True,False,False,False,False,False,False,0,0,0,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,folk,,,Flowers of Edinburgh,THE FLOWERS OF EDINBURGH,,Misc Traditional,,,1,1,0,30720,31.999999999173333,36,68,220,6.111111111111111,3,0,False,223,2.619677792985588,1.0,0.88671875,/data2/zachary/musescore/data/Y/n/QmYnumkPNvhCbnHzL6hnFAvdMph7q6Je8isFnNNyaQpAwG.mscz,False,/data2/zachary/musescore/data/f/N/QmfNpcbSZkAnBkf9EQSWX8NSLAYaToFnDh31yrYC7cZG3v.mscz,False,/data2/zachary/musescore/data/R/4/QmR4bvyGUoTqVSiNE4sunLMXH14BH2yyDQzn4CcuA9wf9G.mscz,False,False,False,False,./data/X/J/QmXJkd6LKjxBietFunGx9tNbNMWxL1HSP1uH4Epj1DpLHA.json./metadata/4/4961647.json,TrueFalseFalseFalseTrueTrue
